timestamp_iso,elapsed_sec,host_frame_index,device_frame_index,device_millis,value_unit,R1C1,R1C2,R1C3,R1C4,R1C5,R1C6,R1C7,R2C1,R2C2,R2C3,R2C4,R2C5,R2C6,R2C7,R3C1,R3C2,R3C3,R3C4,R3C5,R3C6,R3C7,R4C1,R4C2,R4C3,R4C4,R4C5,R4C6,R4C7,R5C1,R5C2,R5C3,R5C4,R5C5,R5C6,R5C7,R6C1,R6C2,R6C3,R6C4,R6C5,R6C6,R6C7,R7C1,R7C2,R7C3,R7C4,R7C5,R7C6,R7C7
2026-06-01T11:46:38.457,1.215,1,231242,2016467,V,2.447399,2.274945,2.333773,2.382930,2.298315,2.326520,2.402271,2.578754,2.445787,2.503809,2.519121,2.503809,2.463516,2.567472,2.373260,2.229817,2.331355,2.280586,2.318461,2.258828,2.394212,2.359560,2.192747,2.316044,2.208059,2.249157,2.236264,2.417582,2.308791,2.048498,2.188718,2.203223,2.224176,2.147619,2.199194,2.258828,2.025128,2.179853,2.200806,2.126667,2.137143,2.260440,2.127472,1.152381,2.065421,2.120220,2.130696,2.038022,2.196777
2026-06-01T11:46:38.457,1.215,2,231243,2016475,V,2.448205,2.275751,2.332967,2.384542,2.301538,2.326520,2.394212,2.586007,2.448205,2.499780,2.519927,2.498168,2.461099,2.568278,2.381319,2.223370,2.351502,2.276557,2.329744,2.254798,2.415165,2.365201,2.208059,2.298315,2.210476,2.279780,2.240293,2.416776,2.305568,2.050110,2.198388,2.204835,2.218535,2.132308,2.193553,2.246740,2.016264,2.183883,2.185494,2.150037,2.138755,2.249963,2.122637,1.150769,2.054139,2.127472,2.141978,2.041245,2.176630
2026-06-01T11:46:38.458,1.216,3,231244,2016484,V,2.449011,2.275751,2.319267,2.386960,2.299121,2.312820,2.383736,2.583590,2.444982,2.507839,2.519121,2.502198,2.461099,2.569084,2.386960,2.219341,2.319267,2.278974,2.332161,2.258828,2.415165,2.363590,2.212894,2.299121,2.203223,2.253993,2.241099,2.420806,2.308791,2.047692,2.203223,2.203223,2.223370,2.135531,2.182271,2.260440,2.024322,2.190330,2.200806,2.132308,2.136337,2.261245,2.127472,1.150769,2.058168,2.123443,2.133114,2.044469,2.202418
2026-06-01T11:46:38.458,1.216,4,231245,2016493,V,2.450623,2.276557,2.336190,2.386154,2.300733,2.318461,2.382930,2.581978,2.445787,2.510256,2.522344,2.501392,2.466740,2.581978,2.382930,2.224176,2.319267,2.283004,2.333773,2.256410,2.412747,2.377289,2.209670,2.299927,2.219341,2.252381,2.258022,2.428059,2.305568,2.050916,2.225787,2.216117,2.250769,2.127472,2.197582,2.256410,2.024322,2.184689,2.170183,2.132308,2.137143,2.262857,2.133114,1.147546,2.033993,2.122637,2.131502,2.045275,2.200000
2026-06-01T11:46:38.458,1.216,5,231246,2016501,V,2.443370,2.275751,2.334579,2.424029,2.299121,2.325714,2.383736,2.583590,2.435311,2.501392,2.521538,2.506227,2.469963,2.566667,2.382124,2.219341,2.319267,2.265275,2.332967,2.260440,2.417582,2.361978,2.210476,2.296703,2.202418,2.252381,2.241099,2.421612,2.308791,2.047692,2.196777,2.204835,2.224176,2.133919,2.187106,2.255604,2.023516,2.187912,2.198388,2.116190,2.141172,2.265275,2.138755,1.149158,2.054139,2.121026,2.143590,2.063004,2.194359
2026-06-01T11:46:38.458,1.216,6,231247,2016510,V,2.445787,2.250769,2.333773,2.386960,2.299927,2.323297,2.384542,2.583590,2.444176,2.504615,2.515091,2.533626,2.460293,2.563443,2.368425,2.221758,2.318461,2.281392,2.339414,2.259634,2.415971,2.418388,2.208059,2.295897,2.207253,2.252381,2.241905,2.422418,2.308791,2.076703,2.182271,2.205641,2.222564,2.135531,2.184689,2.261245,2.031575,2.177436,2.200000,2.098461,2.108938,2.253187,2.124249,1.150769,2.058168,2.113773,2.132308,2.036410,2.215311
2026-06-01T11:46:38.458,1.216,7,231248,2016519,V,2.450623,2.276557,2.322491,2.378095,2.298315,2.326520,2.380513,2.583590,2.444176,2.507033,2.525568,2.510256,2.463516,2.571502,2.382124,2.231429,2.318461,2.290256,2.332967,2.260440,2.415165,2.365201,2.212894,2.300733,2.201612,2.253993,2.239487,2.422418,2.308791,2.049304,2.194359,2.202418,2.220146,2.135531,2.186300,2.258828,2.013040,2.184689,2.196777,2.129084,2.133919,2.247546,2.127472,1.145934,2.058974,2.124249,2.150037,2.041245,2.187912
2026-06-01T11:46:38.458,1.216,8,231249,2016528,V,2.447399,2.270916,2.334579,2.377289,2.298315,2.341026,2.383736,2.575531,2.444176,2.503809,2.524762,2.503809,2.462711,2.567472,2.391795,2.226593,2.320879,2.276557,2.336190,2.258828,2.423223,2.366007,2.212088,2.299121,2.208059,2.253993,2.245128,2.443370,2.307985,2.048498,2.191135,2.205641,2.226593,2.141172,2.186300,2.256410,2.023516,2.183077,2.200000,2.129890,2.135531,2.258022,2.127472,1.148352,2.080733,2.122637,2.133919,2.031575,2.201612
2026-06-01T11:46:38.458,1.216,9,231250,2016536,V,2.441758,2.301538,2.332967,2.403077,2.298315,2.322491,2.386154,2.584396,2.444982,2.511062,2.515898,2.502198,2.458681,2.576337,2.390183,2.222564,2.316850,2.262051,2.336190,2.261245,2.415165,2.361172,2.181465,2.297509,2.210476,2.251575,2.245934,2.436923,2.307985,2.046886,2.185494,2.204029,2.220146,2.135531,2.186300,2.269304,2.021099,2.183883,2.230623,2.131502,2.136337,2.261245,2.127472,1.158828,2.054139,2.125861,2.131502,2.038828,2.198388
2026-06-01T11:46:38.458,1.216,10,231251,2016545,V,2.432088,2.274139,2.320879,2.385348,2.299121,2.326520,2.384542,2.581978,2.443370,2.508645,2.520733,2.509450,2.465128,2.570696,2.382930,2.220952,2.319267,2.270110,2.336190,2.266081,2.412747,2.366007,2.212894,2.289450,2.207253,2.252381,2.253187,2.422418,2.316044,2.047692,2.192747,2.203223,2.209670,2.133114,2.187106,2.253993,2.023516,2.185494,2.193553,2.129084,2.137143,2.266081,2.121026,1.139487,2.058974,2.117802,2.120220,2.046886,2.196777
