timestamp_iso,elapsed_sec,host_frame_index,device_frame_index,device_millis,value_unit,R1C1,R1C2,R1C3,R1C4,R1C5,R1C6,R1C7,R2C1,R2C2,R2C3,R2C4,R2C5,R2C6,R2C7,R3C1,R3C2,R3C3,R3C4,R3C5,R3C6,R3C7,R4C1,R4C2,R4C3,R4C4,R4C5,R4C6,R4C7,R5C1,R5C2,R5C3,R5C4,R5C5,R5C6,R5C7,R6C1,R6C2,R6C3,R6C4,R6C5,R6C6,R6C7,R7C1,R7C2,R7C3,R7C4,R7C5,R7C6,R7C7
2026-06-01T12:33:07.244,1.226,1,551204,4805166,V,2.699634,2.590037,2.537656,2.544102,2.600513,2.587619,2.725421,2.497363,2.415165,2.475604,2.470769,2.540879,2.559414,2.687546,2.691575,2.532820,2.545714,2.633553,2.625494,2.573113,2.690769,2.678681,2.548132,2.545714,2.565055,2.459487,2.541685,2.652088,2.664982,2.504615,2.558608,2.600513,2.590842,2.574725,2.660952,2.577143,2.424029,2.396630,2.515091,2.439341,2.483663,2.631941,2.747985,2.648865,2.683517,2.712528,2.685128,2.632747,2.739121
2026-06-01T12:33:07.244,1.226,2,551205,4805175,V,2.690769,2.597289,2.536044,2.548132,2.601319,2.611795,2.723004,2.493333,2.415165,2.477216,2.539267,2.537656,2.557802,2.685128,2.705275,2.527985,2.552161,2.628718,2.607765,2.564249,2.690769,2.678681,2.540879,2.536850,2.561831,2.459487,2.540073,2.643223,2.653700,2.512674,2.563443,2.602930,2.590842,2.577949,2.660952,2.578754,2.427253,2.396630,2.513480,2.431282,2.494139,2.631941,2.754432,2.646447,2.670623,2.695604,2.685128,2.647253,2.756850
2026-06-01T12:33:07.244,1.226,3,551206,4805183,V,2.696410,2.581172,2.531209,2.549744,2.602124,2.588425,2.727033,2.498168,2.424029,2.474798,2.540879,2.540879,2.561831,2.682711,2.702051,2.527179,2.545714,2.634359,2.651282,2.573919,2.690769,2.681905,2.552161,2.536850,2.563443,2.459487,2.534432,2.644029,2.672234,2.515091,2.565055,2.623883,2.587619,2.577143,2.662564,2.580366,2.423223,2.375678,2.514286,2.429670,2.490916,2.666593,2.755238,2.648865,2.673040,2.711722,2.683517,2.645641,2.757656
2026-06-01T12:33:07.245,1.227,4,551207,4805192,V,2.697216,2.584396,2.536850,2.558608,2.600513,2.590037,2.723809,2.508645,2.417582,2.478022,2.541685,2.539267,2.558608,2.666593,2.677070,2.527179,2.583590,2.635971,2.619853,2.580366,2.692381,2.683517,2.548132,2.535238,2.482857,2.451428,2.560220,2.636776,2.665787,2.511868,2.556996,2.602124,2.584396,2.597289,2.660952,2.577949,2.424029,2.390989,2.517509,2.431282,2.489304,2.627912,2.700439,2.647253,2.660146,2.709304,2.687546,2.635165,2.751209
2026-06-01T12:33:07.245,1.227,5,551208,4805201,V,2.689963,2.549744,2.516703,2.545714,2.602124,2.588425,2.727839,2.492527,2.422418,2.474798,2.538461,2.538461,2.560220,2.684322,2.705275,2.522344,2.552161,2.629524,2.623883,2.570696,2.689157,2.685128,2.537656,2.534432,2.560220,2.457875,2.540073,2.648865,2.669011,2.508645,2.573919,2.602124,2.606960,2.579560,2.665787,2.581978,2.424835,2.396630,2.514286,2.424029,2.494139,2.637582,2.752820,2.646447,2.669011,2.711722,2.676264,2.644029,2.752015
2026-06-01T12:33:07.245,1.227,6,551209,4805209,V,2.693993,2.537656,2.557802,2.548132,2.599707,2.590037,2.702857,2.491722,2.414359,2.473993,2.540879,2.532820,2.562637,2.705275,2.702051,2.526374,2.526374,2.632747,2.615018,2.571502,2.690769,2.681905,2.550550,2.535238,2.560220,2.454652,2.540073,2.644835,2.661758,2.513480,2.556996,2.619048,2.594066,2.581172,2.657729,2.577949,2.425641,2.398242,2.511868,2.432894,2.490110,2.631941,2.772161,2.645641,2.666593,2.711722,2.687546,2.646447,2.755238
2026-06-01T12:33:07.245,1.228,7,551210,4805218,V,2.693993,2.579560,2.521538,2.548132,2.602930,2.589231,2.728645,2.494139,2.389377,2.476410,2.543297,2.540073,2.561831,2.689963,2.696410,2.524762,2.545714,2.632747,2.622271,2.568278,2.687546,2.734286,2.548132,2.525568,2.558608,2.466740,2.548132,2.644835,2.667399,2.511062,2.555385,2.599707,2.589231,2.586813,2.662564,2.578754,2.429670,2.389377,2.518315,2.415971,2.481245,2.631135,2.749597,2.706886,2.682711,2.686740,2.677070,2.640806,2.764102
2026-06-01T12:33:07.245,1.228,8,551211,4805227,V,2.697216,2.580366,2.536044,2.556190,2.599707,2.604542,2.727839,2.494139,2.402271,2.471575,2.538461,2.534432,2.561026,2.682711,2.696410,2.524762,2.544102,2.605348,2.619853,2.571502,2.693187,2.681099,2.548938,2.538461,2.563443,2.452235,2.540073,2.644029,2.667399,2.510256,2.557802,2.601319,2.591648,2.575531,2.668205,2.576337,2.423223,2.399048,2.514286,2.431282,2.491722,2.633553,2.733480,2.648865,2.673846,2.711722,2.688352,2.628718,2.757656
2026-06-01T12:33:07.246,1.228,9,551212,4805236,V,2.689157,2.580366,2.535238,2.552967,2.601319,2.588425,2.720586,2.494945,2.422418,2.472381,2.545714,2.538461,2.559414,2.684322,2.714139,2.526374,2.575531,2.595678,2.620659,2.572308,2.689963,2.689963,2.549744,2.536044,2.558608,2.453846,2.538461,2.642417,2.672234,2.511868,2.556996,2.599707,2.590037,2.573113,2.666593,2.570696,2.426447,2.399853,2.509450,2.432088,2.500586,2.632747,2.748791,2.627106,2.672234,2.714139,2.684322,2.648059,2.757656
2026-06-01T12:33:07.246,1.228,10,551213,4805244,V,2.693187,2.578754,2.535238,2.559414,2.600513,2.590037,2.724615,2.504615,2.415971,2.479634,2.540879,2.537656,2.542491,2.685934,2.698828,2.523150,2.549744,2.627912,2.611795,2.572308,2.692381,2.684322,2.543297,2.540073,2.562637,2.455458,2.536850,2.656923,2.660952,2.513480,2.562637,2.566667,2.590037,2.573919,2.671428,2.571502,2.424029,2.395824,2.513480,2.433700,2.495751,2.630330,2.739121,2.643223,2.673846,2.712528,2.697216,2.641612,2.756850
