timestamp_iso,elapsed_sec,host_frame_index,device_frame_index,device_millis,value_unit,R1C1,R1C2,R1C3,R1C4,R1C5,R1C6,R1C7,R2C1,R2C2,R2C3,R2C4,R2C5,R2C6,R2C7,R3C1,R3C2,R3C3,R3C4,R3C5,R3C6,R3C7,R4C1,R4C2,R4C3,R4C4,R4C5,R4C6,R4C7,R5C1,R5C2,R5C3,R5C4,R5C5,R5C6,R5C7,R6C1,R6C2,R6C3,R6C4,R6C5,R6C6,R6C7,R7C1,R7C2,R7C3,R7C4,R7C5,R7C6,R7C7
2026-06-01T11:32:48.246,1.207,1,135991,1186285,V,2.382124,2.389377,2.385348,2.416776,2.337802,2.346667,2.382930,2.308791,2.249157,2.259634,2.264469,2.278168,2.195971,2.212894,2.408718,2.424835,2.398242,2.336996,2.382930,2.334579,2.450623,2.308791,2.392601,2.334579,2.239487,2.281392,2.282198,2.411941,2.569084,2.556996,2.530403,2.544102,2.532015,2.511062,2.586813,2.224176,2.217729,2.208059,2.241099,2.128278,2.176630,2.233846,2.110549,2.175018,2.225787,2.254798,2.237070,2.164542,2.283004
2026-06-01T11:32:48.247,1.208,2,135992,1186293,V,2.384542,2.391795,2.383736,2.414359,2.340220,2.345055,2.395824,2.308791,2.253187,2.264469,2.263663,2.274945,2.196777,2.215311,2.410330,2.425641,2.397436,2.341831,2.388572,2.337802,2.452235,2.305568,2.378095,2.336996,2.244322,2.278974,2.289450,2.402271,2.571502,2.561831,2.532015,2.557802,2.547326,2.510256,2.588425,2.207253,2.220952,2.207253,2.239487,2.125055,2.171795,2.268498,2.118608,2.174212,2.217729,2.256410,2.235458,2.164542,2.282198
2026-06-01T11:32:48.247,1.208,3,135993,1186302,V,2.389377,2.403077,2.382124,2.416776,2.339414,2.345861,2.392601,2.307985,2.249963,2.266886,2.266081,2.279780,2.197582,2.216117,2.411135,2.426447,2.398242,2.338608,2.388572,2.335385,2.455458,2.308791,2.377289,2.368425,2.244322,2.279780,2.270916,2.414359,2.574725,2.557802,2.531209,2.556190,2.534432,2.510256,2.587619,2.231429,2.221758,2.213700,2.239487,2.125055,2.151648,2.270110,2.102491,2.170989,2.248352,2.254798,2.232234,2.167766,2.283809
2026-06-01T11:32:48.247,1.208,4,135994,1186311,V,2.384542,2.389377,2.382124,2.414359,2.337802,2.360366,2.395824,2.307985,2.252381,2.266886,2.263663,2.278168,2.168571,2.213700,2.409524,2.424835,2.400659,2.342637,2.388572,2.335385,2.452235,2.311209,2.379707,2.337802,2.268498,2.278974,2.281392,2.389377,2.572308,2.559414,2.535238,2.560220,2.532820,2.507033,2.580366,2.229011,2.221758,2.204029,2.241905,2.126667,2.176630,2.264469,2.105714,2.163736,2.224176,2.253993,2.226593,2.156483,2.282198
2026-06-01T11:32:48.247,1.208,5,135995,1186319,V,2.383736,2.391795,2.381319,2.414359,2.338608,2.349890,2.394212,2.307985,2.253993,2.268498,2.261245,2.282198,2.200806,2.240293,2.412747,2.440952,2.398242,2.336190,2.366813,2.334579,2.424029,2.309597,2.377289,2.336190,2.246740,2.277363,2.281392,2.406300,2.578754,2.557802,2.532015,2.557802,2.536850,2.510256,2.564249,2.233040,2.224176,2.206447,2.238681,2.126667,2.173407,2.270110,2.108132,2.218535,2.218535,2.256410,2.234652,2.158901,2.283809
2026-06-01T11:32:48.247,1.208,6,135996,1186328,V,2.386960,2.392601,2.380513,2.418388,2.338608,2.349084,2.395824,2.307985,2.249963,2.270916,2.263663,2.267692,2.195971,2.213700,2.411135,2.429670,2.399048,2.340220,2.389377,2.335385,2.453040,2.308791,2.380513,2.345055,2.246740,2.280586,2.289450,2.410330,2.572308,2.556190,2.527985,2.554579,2.535238,2.508645,2.587619,2.228205,2.219341,2.208059,2.237070,2.126667,2.173407,2.270110,2.109744,2.184689,2.224176,2.253187,2.235458,2.167766,2.282198
2026-06-01T11:32:48.247,1.209,7,135997,1186337,V,2.388572,2.389377,2.382124,2.421612,2.341026,2.348278,2.390183,2.307985,2.252381,2.269304,2.266081,2.281392,2.200000,2.214505,2.409524,2.420806,2.398242,2.340220,2.390989,2.332967,2.449011,2.307179,2.379707,2.334579,2.249157,2.281392,2.284615,2.408718,2.560220,2.559414,2.529597,2.553773,2.533626,2.508645,2.611795,2.225787,2.221758,2.221758,2.237875,2.141978,2.175018,2.268498,2.109744,2.173407,2.225787,2.258828,2.233846,2.164542,2.288645
2026-06-01T11:32:48.247,1.209,8,135998,1186346,V,2.386154,2.390183,2.377289,2.420000,2.338608,2.344249,2.397436,2.307985,2.253187,2.266886,2.263663,2.282198,2.202418,2.212088,2.406300,2.424835,2.395824,2.331355,2.387766,2.333773,2.450623,2.309597,2.379707,2.335385,2.237070,2.275751,2.282198,2.409524,2.575531,2.561026,2.526374,2.548132,2.533626,2.507033,2.586007,2.220952,2.223370,2.208864,2.237875,2.126667,2.189524,2.269304,2.118608,2.173407,2.224176,2.259634,2.233846,2.161319,2.282198
2026-06-01T11:32:48.248,1.209,9,135999,1186354,V,2.384542,2.386960,2.381319,2.407912,2.341026,2.348278,2.391795,2.307985,2.245934,2.266886,2.264469,2.283004,2.198388,2.208864,2.465128,2.426447,2.396630,2.337802,2.388572,2.335385,2.445787,2.329744,2.378901,2.337802,2.244322,2.285421,2.282198,2.409524,2.574725,2.560220,2.531209,2.544102,2.533626,2.513480,2.584396,2.230623,2.219341,2.209670,2.243516,2.126667,2.175018,2.270110,2.108132,2.171795,2.230623,2.255604,2.232234,2.167766,2.290256
2026-06-01T11:32:48.248,1.209,10,136000,1186363,V,2.384542,2.470769,2.384542,2.419194,2.341026,2.350696,2.393407,2.307985,2.252381,2.285421,2.260440,2.276557,2.188718,2.215311,2.408718,2.424835,2.398242,2.343443,2.390183,2.336190,2.442564,2.312820,2.378901,2.335385,2.238681,2.280586,2.297509,2.408718,2.576337,2.562637,2.532015,2.556190,2.534432,2.507839,2.578754,2.226593,2.191941,2.209670,2.241099,2.121026,2.177436,2.270916,2.112967,2.154066,2.222564,2.258022,2.230623,2.164542,2.282198
2026-06-01T11:32:48.248,1.209,11,136001,1186372,V,2.379707,2.388572,2.378901,2.419194,2.341026,2.349084,2.394212,2.308791,2.252381,2.265275,2.265275,2.280586,2.196777,2.212894,2.409524,2.426447,2.396630,2.337802,2.388572,2.334579,2.453846,2.314432,2.378095,2.337802,2.246740,2.280586,2.288645,2.406300,2.572308,2.551355,2.528791,2.555385,2.530403,2.507839,2.586007,2.222564,2.221758,2.241099,2.239487,2.126667,2.175018,2.269304,2.108938,2.174212,2.224982,2.254798,2.232234,2.163736,2.289450
2026-06-01T11:32:48.248,1.209,12,136002,1186381,V,2.389377,2.389377,2.393407,2.415971,2.339414,2.328938,2.394212,2.307985,2.230623,2.271722,2.264469,2.276557,2.199194,2.216117,2.404689,2.435311,2.399853,2.337802,2.388572,2.332161,2.451428,2.294286,2.377289,2.335385,2.245128,2.281392,2.283809,2.406300,2.573919,2.557802,2.530403,2.557802,2.534432,2.510256,2.585202,2.226593,2.236264,2.214505,2.241099,2.127472,2.170989,2.270110,2.121831,2.166960,2.197582,2.256410,2.232234,2.158901,2.282198
2026-06-01T11:32:48.248,1.209,13,136003,1186389,V,2.384542,2.388572,2.380513,2.420000,2.328938,2.352308,2.395824,2.308791,2.250769,2.267692,2.265275,2.275751,2.200000,2.213700,2.406300,2.427253,2.401465,2.345055,2.391795,2.345861,2.454652,2.307985,2.374872,2.338608,2.245934,2.279780,2.285421,2.411135,2.573113,2.557802,2.533626,2.556190,2.532015,2.513480,2.586007,2.224982,2.224982,2.207253,2.238681,2.139560,2.176630,2.252381,2.108132,2.174212,2.226593,2.205641,2.233846,2.162124,2.281392
